img_id,lat,lon,country
0,26.210459928870858,127.67865860271131,Japan
1,50.03573598450243,15.801348051514047,Czechia
2,7.828908593549756,80.57110033873725,Sri Lanka
3,9.944104303057077,99.06258303761352,Thailand
4,55.51949312298226,26.33940488398989,Lithuania
5,48.710563431794,32.71975115044996,Ukraine
6,63.81054457617944,16.404052492582004,Sweden
7,60.11472247498056,19.978414352061453,Finland
8,56.94492509955963,24.126293658248205,Latvia
9,57.4397004125183,13.599659741403991,Sweden
10,31.958232683870474,34.942073015429116,Israel
11,43.59283867161202,27.898162065328336,Bulgaria
12,43.92072479627591,12.48984690719026,San Marino
13,48.06928657513184,106.87959849045625,Mongolia
14,49.98855576606715,6.000221374379159,Luxembourg
15,51.61522062753396,25.371726610871956,Ukraine
16,47.035968231915895,20.964064301788458,Hungary
17,63.84183199520865,11.069046942410854,Norway
18,58.602660345191964,26.778095498268435,Estonia
19,31.787169308402213,35.92547079597018,Jordan
20,46.46317392461909,6.8546485608043755,Switzerland
21,62.584721509740596,23.614146271730565,Finland
22,47.1928304731806,8.857742201188433,Switzerland
23,0.11731854506247959,111.51804796923062,Indonesia
24,58.983574614937275,17.90022439967949,Sweden
25,51.92944590306822,19.90435274656309,Poland
26,11.157565739919187,124.99140292513084,Philippines
27,47.27047016619861,8.16538246870218,Switzerland
28,32.66380783511564,35.55673332136268,Israel
29,23.473650576416937,90.26504469006686,Bangladesh
30,45.585240004906964,8.758164180018634,Italy
31,60.15368565181845,23.048738835327363,Finland
32,38.45388416119046,141.2334284998138,Japan
33,54.08273101615741,24.533357489677226,Lithuania
34,13.599801635297059,124.14665501845957,Philippines
35,54.94014908044824,10.25608664209921,Denmark
36,55.578825093528025,32.41067368477337,Russia
37,46.65502948267434,6.892943912703836,Switzerland
38,4.238145179307259,39.592788539219235,Ethiopia
39,1.487513288401007,103.42343095260061,Malaysia
40,50.53906158745154,5.283669044269519,Belgium
41,48.616443344397894,3.5157468167698354,France
42,44.287634635870845,11.872378472912196,Italy
43,7.5481130024391065,126.13768888563561,Philippines
44,24.328939263472286,90.68084318243066,Bangladesh
45,21.172044266074195,55.58531342948434,Oman
46,52.761919517284326,23.18262373862834,Poland
47,0.3856586083881418,34.28283657676171,Kenya
48,59.62184100713601,16.54916710359376,Sweden
49,15.183159634357981,145.77985093341158,United States
50,2.887587743438027,116.02352737542446,Indonesia
51,38.50092555143376,27.696634315729206,Turkey
52,42.55959049480177,1.5036757425805831,Andorra
53,50.090353659215765,14.47950637112905,Czechia
54,36.919385988717735,22.437223555143387,Greece
55,64.16327183426841,11.647565043882002,Norway
56,24.611343833147586,121.29518350125005,Taiwan
57,24.798018924758253,89.93695399344462,Bangladesh
58,11.796440978211585,105.50175148333099,Cambodia
59,47.91288529811054,107.03463295450675,Mongolia
60,52.31521571596663,5.971203759925385,Netherlands
61,42.49140583229897,1.4960080390948016,Andorra
62,22.461743630313162,113.9932504396192,China
63,52.96096523092138,14.42366563374649,Poland
64,50.850927851923,4.352315032449975,Belgium
65,7.858844488700142,9.789519658452884,Nigeria
66,38.23352317066631,16.142000269392813,Italy
67,49.081745776785205,27.675313036153874,Ukraine
68,45.14597551865105,26.80918657812601,Romania
69,13.330595561687295,144.76186856343276,United States
70,22.126194559334138,113.57561699071253,China
71,43.701515643522626,26.263181564465413,Bulgaria
72,47.89020031168484,106.9098034654524,Mongolia
73,31.86381150648971,34.82021384949656,Israel
74,50.0392505994384,19.220932949387787,Poland
75,33.78659071195345,115.984329219113,China
76,63.51850441114096,27.499310166838544,Finland
77,42.67811156787497,9.438023251570204,France
78,11.979419548395402,124.82583824122543,Philippines
79,12.30513660446004,103.10179527536596,Cambodia
80,6.146242029142934,81.07290030136883,Sri Lanka
81,43.9835596061297,12.502059295589094,San Marino
82,65.74629081919241,20.927196538373597,Sweden
83,50.44649920331566,30.51020239806432,Ukraine
84,15.962783543340494,104.03916248041607,Thailand
85,49.22818513135827,5.0360712498262155,France
86,49.06299971655195,32.80887567950641,Ukraine
87,60.73923906624401,15.443945671068631,Sweden
88,22.491794905716926,89.99224684192014,Bangladesh
89,37.50073370352363,126.792105406345,South Korea
90,39.185295183328925,34.15194489055085,Turkey
91,49.11982031337228,101.44985897514533,Mongolia
92,62.30155023865981,15.68129582270716,Sweden
93,47.31067700054287,7.689159975171995,Switzerland
94,41.941607873319974,21.628376802614838,North Macedonia
95,28.37240211845383,76.91702901254133,India
96,37.15844524206451,29.678774834797476,Turkey
97,6.354253137958493,5.678977572868317,Nigeria
98,13.850463296948037,103.36619395130431,Cambodia
99,12.046473893642519,105.67918608503756,Cambodia
100,8.289246729881935,124.57987635678165,Philippines
101,9.776688250026424,125.49019298540263,Philippines
102,69.05185613945943,20.788740685037833,Finland
103,50.679970682438174,3.307110663256023,Belgium
104,46.41711908310485,17.382752155129534,Hungary
105,46.83361771847079,13.86332773035536,Austria
106,50.060223193187596,5.9011176858210055,Luxembourg
107,42.65247216342855,23.22367125144664,Bulgaria
108,45.57458754669463,15.194127657619159,Slovenia
109,51.94816448752785,14.731806402712191,Poland
110,47.80054026063163,13.044417705182674,Austria
111,1.31017204713389,103.80163462583238,Singapore
112,27.310593848600845,91.21851958852024,Bhutan
113,37.28780320278668,9.86858858333984,Tunisia
114,60.01752827691683,17.979915217164415,Sweden
115,32.4791070623663,34.953890321734306,Israel
116,5.757056869004729,116.82811168930498,Malaysia
117,55.36811037189556,98.6404242482471,Russia
118,13.471930474555803,144.74735752481644,United States
119,37.9056073734827,28.493274464194513,Turkey
120,11.432966354190071,105.59653283161894,Cambodia
121,22.16403002451752,113.5491222463047,China
122,46.91458593053157,102.758911099476,Mongolia
123,22.44888540778507,120.87958494790439,Taiwan
124,53.67696659829007,16.493149695102638,Poland
125,31.7371213611839,35.23664549193899,Israel
126,47.61204342567143,8.726275680132526,Switzerland
127,35.74257756319523,10.425788830776321,Tunisia
128,47.63856296386615,12.287658406022903,Austria
129,47.90526824475193,1.8997446094819004,France
130,39.078450089931216,21.202896275424134,Greece
131,44.023365723546696,24.815173239366757,Romania
132,51.12249622881015,35.03903410505119,Ukraine
133,44.16733596357578,5.797054371912886,France
134,61.7667263691024,10.69470151995509,Norway
135,52.40935758664443,6.901789593844059,Netherlands
136,53.10754416182944,5.693467006172534,Netherlands
137,47.863490566786815,23.11570704637938,Romania
138,12.709776264212927,105.38354290032134,Cambodia
139,68.05276170179343,24.480875108982257,Finland
140,55.666842376537446,13.884120600118344,Sweden
141,12.284017303223981,106.41875781314666,Cambodia
142,8.448301865984567,98.52204646900157,Thailand
143,37.738721231609254,127.30541178320901,South Korea
144,28.708632895541324,28.371377250085537,Egypt
145,36.46268826750641,10.783684712260929,Tunisia
146,35.827928893991405,140.72342904734768,Japan
147,31.942472414522666,34.841416057303384,Israel
148,55.42552046058646,38.26250793235139,Russia
149,51.14720327174583,3.958720103480864,Belgium
150,62.25247109971164,8.214128428120757,Norway
151,61.58685769465932,28.401879208401837,Finland
152,45.002334535210466,19.843066233470797,Serbia
153,46.40871723464654,16.15594965771636,Slovenia
154,48.30460823337199,17.947633676249986,Slovakia
155,55.44508797077942,25.8107872543607,Lithuania
156,8.249826183006887,124.9302967163555,Philippines
157,46.216082482495025,19.383444541404458,Hungary
158,6.2823955136774385,100.5571317051322,Malaysia
159,22.312813036358744,91.77562565900216,Bangladesh
160,47.52045295030515,23.651735912328594,Romania
161,41.865306904856745,19.41048274186478,Albania
162,55.97096339329136,10.14345597688816,Denmark
163,42.10395772618505,13.875079380424987,Italy
164,25.104910721683385,121.47741747925147,Taiwan
165,60.09498846457631,19.935692650721464,Finland
166,23.04710700897018,90.41151716827436,Bangladesh
167,25.099243624668013,91.17639035529987,Bangladesh
168,28.89292622277795,28.802322813411877,Egypt
169,59.221944831661354,24.702552900166022,Estonia
170,28.13156360370962,76.81541154338754,India
171,49.608769342437384,5.745488962712497,Belgium
172,7.7302710303136495,123.05734503442085,Philippines
173,27.611901317425534,91.21251973356472,Bhutan
174,47.28975692080803,23.014873250538223,Romania
175,47.74047223770863,96.84954599425038,Mongolia
176,50.11047496730848,4.9553727810961155,Belgium
177,21.286583024776274,55.407841155025,Saudi Arabia
178,54.97217174366717,12.429452906621188,Denmark
179,46.00315027172859,13.5063321679578,Slovenia
180,40.572197217878966,22.150849757898005,Greece
