img_path,lat,lon
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image62.png,59.6249130080172,150.7848539074796
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image679.png,34.982533526973675,127.89682734928493
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image13.png,9.935597440311518,-84.10961001573514
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image244.png,50.742709511590355,5.730668199663829
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image423.png,32.76164110498306,35.31415057588795
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image719.png,54.396609774991845,22.785433192495102
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image524.png,43.74735011710909,7.434110781942077
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image746.png,1.918763644765251,103.17394559360903
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image347.png,-16.245854645779655,-69.09223167936473
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image74.png,1.3451971783987826,103.70719509968305
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image416.png,47.368130591025064,39.6443182282155
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image199.png,42.865074791195774,23.110047453142915
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image19.png,58.436416334745346,23.726004874003923
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image133.png,-31.462748729416372,152.82411936665648
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image75.png,-35.31885814611013,139.8064492015621
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image827.png,11.72311894132282,104.51295061912394
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image1.png,18.962018852031775,-96.27895557318334
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image277.png,57.493938417012295,10.482657531455228
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image247.png,41.08811096021555,24.780040670341002
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image513.png,52.14080191514772,-10.26700743460227
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image286.png,7.218491812288615,5.60396073828505
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image610.png,18.46240873842868,-69.69864128591364
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image618.png,25.101523167130367,55.34610159486988
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image592.png,5.632642695650573,-73.52897254655329
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image153.png,45.668188049435734,13.102239294958657
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image754.png,16.803486400261974,120.82123814971487
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image552.png,-40.73423500913513,-64.96669347722755
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image578.png,45.971529533904814,15.084807856391933
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image515.png,36.94859989954755,10.078671701124195
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image769.png,50.12195363602002,8.580344278919279
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image653.png,63.70113501402392,19.62141259824108
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image745.png,-32.92140676039776,141.60734892614613
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image380.png,-41.44427576173487,175.2179902961369
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image103.png,55.56406649999759,-3.6578954372835235
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image430.png,42.08867410407939,19.266299449948797
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image494.png,58.94499151413997,-2.73466282259378
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image820.png,6.566113481500387,80.52685333072505
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image92.png,39.04638095223393,-8.69546662502589
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image568.png,34.894026170535575,126.55817459597162
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image826.png,49.9870590506899,27.16923931731608
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image80.png,-21.307289865445565,55.49897796192566
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image747.png,67.28965092527899,19.091845375962606
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image97.png,-29.523097778368086,28.60640460562894
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image658.png,22.231696104291633,114.228415855193
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image121.png,60.359142499377874,10.579268215827435
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image562.png,45.34818430249131,17.840333602542067
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image239.png,55.306003832284794,12.207366214978062
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image173.png,52.897792540899395,5.577253695637269
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image361.png,15.566631134517849,105.22697474752405
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image622.png,48.514192325740424,19.67265343775957
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image170.png,8.640728974642082,99.08790918924372
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image800.png,6.499254907518733,124.53661704012775
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image557.png,-24.410038029794222,-53.527803604154215
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image311.png,-29.68068880083206,27.69867504417091
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image543.png,-3.96455324348529,122.18829717877358
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image52.png,-40.02510295641555,175.8073708554116
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image165.png,57.47426370377109,9.806823582740936
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image606.png,3.219010801066899,101.73947168337352
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image718.png,57.78873548789415,12.053021025897312
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image757.png,41.06452462785237,21.04942888349001
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image468.png,11.988631553375162,105.45938719592017
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image508.png,47.313451516951396,110.63402991418508
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image573.png,9.87265883780616,-74.5799892713679
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image359.png,39.290490939246126,-7.4281411617955975
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image755.png,-33.38468904445875,-56.51693380409696
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image180.png,-30.71117314902318,30.47385604789851
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image237.png,-27.379672294371044,31.622026737941873
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image355.png,9.284237549642995,7.435011336626943
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image46.png,-14.322334031759901,-170.72296076802309
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image761.png,47.07357635968337,21.914322311412832
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image141.png,-31.566693333001034,-68.54947571856506
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image488.png,-32.90364578325896,17.99632824350144
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image16.png,-21.056050642041466,55.363811010631395
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image452.png,-34.99690336251993,117.13660062443704
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image751.png,35.370091268219745,139.03498980509616
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image695.png,22.159983727487706,113.56252126176213
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image796.png,42.71859090202789,-1.372258562310809
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image379.png,-0.8655429397099766,34.866648842048264
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image738.png,50.36694609800039,-3.993109292188661
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image213.png,28.426761621032636,76.58515757056325
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image387.png,-36.78318161038507,140.02140527977605
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image770.png,52.52493184108485,6.425117726969794
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image44.png,34.94740902869353,139.81647714339636
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image464.png,40.99391845173348,17.21096114041435
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image838.png,10.292385380155764,123.87236905103461
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image553.png,-29.252835065545355,27.77056123731922
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image233.png,-35.90813543412529,-72.68440547761872
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image142.png,28.19044169902032,77.70194531554914
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image673.png,31.976570192460994,35.468104006018
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image203.png,35.88616544783409,14.379879638189625
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image787.png,41.0342320943104,21.32916945627941
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image71.png,-17.451170637790337,-66.2411805518503
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image422.png,46.91279917159269,26.08958917921611
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image210.png,22.19611700604724,113.5451898917858
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image748.png,33.82320185298697,10.870351815361811
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image201.png,-34.47730304065863,140.06921893337616
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image132.png,-19.709771985375564,135.82758101440638
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image564.png,45.60001874456078,11.031117112347035
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image591.png,50.47849104029717,5.419461404427542
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image780.png,52.209271521330926,6.436530932476686
/home/jupyter/mnt/datasets/honor/14-12-2022 07-29-03/image208.png,15.022728349613054,-91.15245022639445
